sentence_id,FFD_avg,GD_avg,GPT_avg,TRT_avg,TRT_sum,nFix_avg,nFix_sum,reading_order_avg,subject
166,118.91,172.27,210.09,190.64,2097.0,1.45,16.0,7.27,YRP
167,126.53,160.0,231.82,202.53,3443.0,1.65,28.0,12.53,YRP
168,136.96,183.09,219.61,208.43,4794.0,1.43,33.0,13.13,YRP
169,144.1,181.9,424.19,287.52,6038.0,2.0,42.0,13.48,YRP
170,126.22,136.5,165.39,152.28,2741.0,1.17,21.0,11.28,YRP
171,142.5,165.81,213.62,209.38,3350.0,1.5,24.0,10.25,YRP
172,115.71,130.67,206.0,172.92,4150.0,1.58,38.0,14.21,YRP
173,132.69,179.94,195.19,185.69,2971.0,1.25,20.0,10.38,YRP
174,117.6,161.25,271.7,209.25,4185.0,1.7,34.0,13.8,YRP
175,125.7,132.95,169.95,154.3,3086.0,1.25,25.0,13.2,YRP
176,133.75,200.75,200.75,200.75,803.0,1.5,6.0,3.25,YRP
177,157.25,254.0,254.0,254.0,1016.0,1.5,6.0,2.25,YRP
178,139.76,208.35,279.71,264.76,4501.0,1.82,31.0,10.12,YRP
179,136.71,171.14,325.43,325.43,2278.0,2.43,17.0,4.71,YRP
180,137.85,137.85,172.77,154.85,2013.0,1.15,15.0,10.23,YRP
181,90.31,119.77,191.15,181.69,2362.0,1.77,23.0,9.92,YRP
182,126.21,146.86,218.5,218.5,3059.0,1.64,23.0,8.86,YRP
183,128.0,156.67,204.67,194.83,2338.0,1.58,19.0,9.42,YRP
184,128.86,140.71,140.71,140.71,985.0,1.14,8.0,6.86,YRP
185,104.25,104.25,119.12,104.25,834.0,1.0,8.0,7.0,YRP
186,116.57,130.97,221.17,194.8,5844.0,1.53,46.0,17.7,YRP
187,117.57,138.86,370.43,317.71,2224.0,2.57,18.0,4.0,YRP
188,137.29,173.43,192.71,173.43,1214.0,1.29,9.0,4.57,YRP
189,128.29,139.64,166.93,166.93,2337.0,1.36,19.0,10.07,YRP
190,124.24,174.41,242.06,227.29,3864.0,1.71,29.0,9.76,YRP
191,122.4,137.6,172.3,149.7,1497.0,1.3,13.0,7.0,YRP
192,106.42,116.53,210.63,177.95,3381.0,1.58,30.0,10.37,YRP
193,103.5,116.9,394.9,187.9,1879.0,1.6,16.0,4.7,YRP
194,,,,,0.0,,0.0,,YRP
195,138.44,169.33,339.67,268.72,4837.0,2.0,36.0,10.28,YRP
196,121.08,193.92,298.25,293.0,3516.0,2.0,24.0,8.58,YRP
197,106.0,106.0,1090.5,479.17,2875.0,3.0,18.0,3.33,YRP
198,125.0,150.67,197.5,186.83,2242.0,1.5,18.0,7.17,YRP
199,148.0,184.08,218.75,184.08,2209.0,1.33,16.0,9.83,YRP
200,133.75,184.17,184.17,184.17,2210.0,1.33,16.0,7.0,YRP
201,134.52,161.0,213.15,185.0,4995.0,1.41,38.0,14.37,YRP
202,132.83,132.83,176.0,176.0,1056.0,1.33,8.0,3.83,YRP
203,129.14,137.77,165.82,157.55,3466.0,1.27,28.0,16.77,YRP
204,131.62,179.77,271.54,221.77,2883.0,1.54,20.0,7.46,YRP
205,127.07,141.53,222.73,195.2,2928.0,1.67,25.0,8.87,YRP
206,135.5,174.64,206.09,200.32,4407.0,1.5,33.0,15.77,YRP
207,135.87,140.07,186.2,167.73,2516.0,1.4,21.0,8.47,YRP
208,154.92,179.92,260.33,240.42,2885.0,1.67,20.0,7.75,YRP
209,135.12,155.12,212.12,188.62,1509.0,1.38,11.0,6.0,YRP
210,99.19,116.25,264.44,188.44,3015.0,1.69,27.0,9.81,YRP
211,136.33,226.0,1304.8,821.13,12317.0,5.2,78.0,7.6,YRP
212,126.5,134.5,175.55,154.14,3391.0,1.18,26.0,13.5,YRP
213,152.73,192.8,192.8,192.8,2892.0,1.33,20.0,9.2,YRP
214,130.0,164.35,193.53,179.71,3055.0,1.41,24.0,8.94,YRP
215,126.0,126.0,126.0,126.0,756.0,1.0,6.0,5.67,YRP
216,123.0,123.0,158.12,132.5,1060.0,1.12,9.0,5.0,YRP
217,130.5,170.3,203.0,203.0,2030.0,1.6,16.0,7.6,YRP
218,102.27,116.0,144.73,126.8,1902.0,1.2,18.0,9.87,YRP
219,93.29,93.29,252.86,138.71,971.0,1.29,9.0,4.86,YRP
220,119.43,156.86,254.29,205.29,1437.0,1.43,10.0,4.0,YRP
221,96.18,103.18,134.65,120.94,2056.0,1.18,20.0,12.18,YRP
222,155.58,155.58,155.58,155.58,1867.0,1.0,12.0,13.83,YRP
223,134.91,167.27,176.09,167.27,1840.0,1.27,14.0,7.82,YRP
224,111.33,111.33,194.92,153.75,1845.0,1.17,14.0,6.92,YRP
225,116.6,121.73,192.2,178.8,2682.0,1.4,21.0,12.13,YRP
226,120.8,128.1,237.1,149.6,1496.0,1.3,13.0,6.4,YRP
227,128.67,157.67,274.67,223.67,671.0,1.67,5.0,2.67,YRP
228,124.47,148.07,212.33,181.47,2722.0,1.6,24.0,8.6,YRP
229,101.09,114.91,180.64,124.45,1369.0,1.18,13.0,5.45,YRP
230,128.5,128.5,128.5,128.5,514.0,1.0,4.0,4.0,YRP
231,159.0,159.0,217.0,217.0,651.0,1.33,4.0,2.0,YRP
232,113.86,252.86,273.86,273.86,1917.0,1.57,11.0,5.0,YRP
233,125.85,125.85,229.23,180.77,2350.0,1.38,18.0,9.15,YRP
234,130.53,161.42,244.42,210.89,4007.0,1.68,32.0,14.42,YRP
235,130.0,164.0,207.36,192.93,2701.0,1.43,20.0,9.43,YRP
236,140.83,203.28,214.22,214.22,3856.0,1.61,29.0,14.28,YRP
237,127.56,178.03,252.08,233.42,8403.0,1.81,65.0,24.5,YRP
238,119.74,119.74,221.53,169.47,3220.0,1.47,28.0,11.95,YRP
239,137.9,161.5,202.4,180.7,1807.0,1.3,13.0,7.7,YRP
240,113.63,155.32,202.11,166.79,3169.0,1.42,27.0,11.95,YRP
241,131.67,166.17,166.17,166.17,1994.0,1.33,16.0,8.92,YRP
242,138.83,150.0,191.67,191.67,1150.0,1.33,8.0,6.5,YRP
243,131.33,131.33,195.0,157.56,1418.0,1.11,10.0,6.11,YRP
244,115.5,147.38,181.38,147.38,1179.0,1.25,10.0,5.5,YRP
245,136.4,136.4,136.4,136.4,1364.0,1.0,10.0,9.1,YRP
246,174.27,202.36,574.09,288.45,3173.0,2.09,23.0,8.36,YRP
247,98.75,105.4,138.5,117.55,2351.0,1.2,24.0,15.95,YRP
248,135.19,141.29,191.81,168.95,3548.0,1.33,28.0,12.33,YRP
249,126.0,139.84,299.4,243.6,6090.0,1.68,42.0,16.96,YRP
250,119.08,152.08,198.17,168.17,2018.0,1.42,17.0,8.08,YRP
251,101.92,149.67,238.92,207.67,2492.0,1.83,22.0,8.08,YRP
252,112.36,112.36,153.91,120.09,1321.0,1.09,12.0,5.82,YRP
253,156.55,199.27,274.82,236.18,2598.0,1.64,18.0,8.45,YRP
254,116.54,157.0,166.85,163.19,4243.0,1.38,36.0,14.54,YRP
255,114.5,124.6,135.2,124.6,1246.0,1.1,11.0,8.9,YRP
256,107.77,118.62,283.85,177.92,2313.0,1.69,22.0,10.69,YRP
257,126.57,159.14,197.5,197.5,2765.0,1.36,19.0,7.64,YRP
258,177.0,198.17,234.75,227.67,2732.0,1.58,19.0,7.5,YRP
259,130.33,162.92,204.42,204.42,2453.0,1.67,20.0,8.67,YRP
260,138.5,168.43,168.43,168.43,2358.0,1.36,19.0,7.64,YRP
261,149.71,162.86,395.21,334.79,9374.0,2.39,67.0,16.29,YRP
262,108.44,143.28,165.22,151.94,2735.0,1.39,25.0,16.94,YRP
263,126.14,146.29,189.0,161.57,1131.0,1.43,10.0,4.29,YRP
264,132.58,132.58,241.37,205.26,3900.0,1.42,27.0,12.42,YRP
265,103.5,131.58,363.0,310.0,3720.0,2.83,34.0,8.83,YRP
266,116.07,135.27,422.0,373.67,5605.0,3.13,47.0,7.8,YRP
267,180.0,219.0,219.0,219.0,438.0,1.5,3.0,1.5,YRP
268,124.57,136.43,206.43,184.14,2578.0,1.64,23.0,7.93,YRP
269,138.7,174.5,174.5,174.5,1745.0,1.3,13.0,9.5,YRP
270,107.14,141.71,173.14,141.71,992.0,1.43,10.0,5.71,YRP
271,118.88,118.88,135.75,118.88,951.0,1.0,8.0,10.25,YRP
272,134.15,189.08,270.92,244.08,3173.0,1.62,21.0,9.0,YRP
273,153.29,167.14,181.43,181.43,1270.0,1.29,9.0,4.43,YRP
274,191.64,231.09,231.09,231.09,2542.0,1.45,16.0,9.36,YRP
275,133.86,153.14,255.0,216.14,1513.0,1.57,11.0,4.43,YRP
276,91.75,112.25,145.83,130.5,1566.0,1.25,15.0,6.33,YRP
277,125.15,138.92,167.15,159.38,2072.0,1.23,16.0,8.46,YRP
278,124.08,147.62,182.92,176.08,2289.0,1.46,19.0,9.77,YRP
279,126.42,126.42,222.92,199.83,2398.0,1.42,17.0,7.17,YRP
280,134.5,134.5,184.88,172.88,1383.0,1.25,10.0,4.12,YRP
281,160.33,160.33,160.33,160.33,1443.0,1.0,9.0,5.44,YRP
282,107.64,146.55,206.45,195.27,2148.0,1.73,19.0,8.0,YRP
283,146.56,182.59,216.03,195.84,6267.0,1.47,47.0,19.06,YRP
284,115.11,121.56,303.11,180.89,1628.0,1.67,15.0,7.22,YRP
285,91.5,130.33,364.17,278.67,1672.0,2.17,13.0,3.5,YRP
286,125.86,150.76,178.59,173.14,5021.0,1.41,41.0,20.14,YRP
287,134.27,144.91,159.18,159.18,1751.0,1.18,13.0,8.0,YRP
288,136.05,161.74,234.37,205.53,3905.0,1.53,29.0,13.74,YRP
289,115.31,141.85,220.38,206.23,2681.0,1.69,22.0,7.69,YRP
290,123.1,212.4,232.3,212.4,2124.0,1.4,14.0,7.5,YRP
291,120.7,143.2,187.9,143.2,1432.0,1.2,12.0,6.4,YRP
292,113.18,121.36,160.27,153.09,1684.0,1.27,14.0,8.55,YRP
293,93.33,125.17,191.33,191.33,1148.0,1.67,10.0,5.33,YRP
294,142.0,142.0,214.92,176.62,2296.0,1.31,17.0,10.23,YRP
295,127.3,127.3,191.8,142.1,1421.0,1.1,11.0,6.3,YRP
296,115.7,115.7,170.8,146.3,1463.0,1.1,11.0,7.2,YRP
297,205.12,205.12,205.12,205.12,1641.0,1.0,8.0,4.62,YRP
298,159.33,159.33,255.0,232.83,1397.0,1.33,8.0,3.5,YRP
299,120.78,120.78,157.78,129.22,1163.0,1.11,10.0,5.33,YRP
300,100.1,132.55,200.55,160.93,4667.0,1.52,44.0,16.41,YRP
301,108.0,133.67,205.67,183.33,2200.0,1.67,20.0,7.92,YRP
302,114.67,114.67,149.17,133.33,1600.0,1.17,14.0,7.25,YRP
303,120.0,162.5,162.5,162.5,1950.0,1.33,16.0,7.92,YRP
304,136.0,179.0,201.25,196.92,2363.0,1.5,18.0,11.25,YRP
305,104.6,104.6,194.0,161.2,1612.0,1.5,15.0,5.7,YRP
306,125.21,148.05,186.0,170.11,3232.0,1.32,25.0,12.84,YRP
307,115.18,115.18,192.12,153.71,2613.0,1.24,21.0,10.94,YRP
308,118.09,118.09,149.36,136.18,1498.0,1.18,13.0,6.36,YRP
309,118.0,132.71,180.68,176.84,5482.0,1.52,47.0,24.65,YRP
310,101.76,113.12,145.0,123.29,2096.0,1.24,21.0,13.35,YRP
311,186.38,219.62,219.62,219.62,1757.0,1.25,10.0,5.25,YRP
312,126.58,166.37,222.16,186.26,3539.0,1.53,29.0,11.58,YRP
313,122.0,122.0,172.86,172.86,1210.0,1.29,9.0,4.71,YRP
314,125.67,143.67,168.33,152.6,2289.0,1.2,18.0,10.6,YRP
315,109.78,131.7,200.35,152.39,3505.0,1.35,31.0,15.7,YRP
316,122.73,144.45,199.45,163.59,3599.0,1.41,31.0,15.86,YRP
317,127.65,189.65,218.7,209.52,4819.0,1.52,35.0,14.57,YRP
318,111.61,123.78,201.44,185.06,3331.0,1.56,28.0,10.78,YRP
319,120.77,120.77,243.92,220.38,2865.0,1.69,22.0,9.77,YRP
320,127.33,147.67,238.33,147.67,886.0,1.33,8.0,5.5,YRP
321,136.77,153.31,207.23,198.38,2579.0,1.54,20.0,11.62,YRP
322,120.26,134.21,193.0,184.16,3499.0,1.58,30.0,11.89,YRP
323,208.25,208.25,208.25,208.25,833.0,1.0,4.0,3.25,YRP
324,155.25,178.17,206.67,186.0,2232.0,1.33,16.0,8.17,YRP
325,100.5,100.5,276.0,276.0,1656.0,1.83,11.0,3.67,YRP
326,106.31,126.69,271.15,242.15,3148.0,2.08,27.0,7.38,YRP
327,123.26,172.11,229.63,213.37,4054.0,1.68,32.0,11.89,YRP
328,94.41,99.24,112.76,99.24,1687.0,1.06,18.0,14.24,YRP
329,134.13,148.07,245.0,193.4,2901.0,1.47,22.0,7.6,YRP
330,109.32,137.89,200.16,194.05,3687.0,1.53,29.0,14.47,YRP
331,117.95,134.53,242.74,174.68,3319.0,1.32,25.0,12.58,YRP
332,132.0,138.7,147.5,138.7,1387.0,1.1,11.0,5.9,YRP
333,110.23,116.54,148.38,148.38,1929.0,1.31,17.0,9.85,YRP
334,130.79,130.79,407.5,218.07,3053.0,1.57,22.0,8.64,YRP
335,116.27,151.53,225.07,185.13,2777.0,1.6,24.0,10.2,YRP
336,134.41,167.29,238.59,212.12,3606.0,1.59,27.0,11.76,YRP
337,145.31,172.54,209.31,195.62,2543.0,1.46,19.0,6.77,YRP
338,125.64,141.64,237.09,185.36,2039.0,1.55,17.0,8.09,YRP
339,133.08,164.75,203.0,188.5,2262.0,1.58,19.0,8.58,YRP
340,116.77,140.55,178.27,161.55,3554.0,1.45,32.0,17.91,YRP
341,109.0,154.0,284.08,263.33,3160.0,2.0,24.0,8.92,YRP
342,134.57,147.14,204.79,171.93,2407.0,1.36,19.0,7.36,YRP
343,150.44,150.44,150.44,150.44,1354.0,1.0,9.0,9.56,YRP
344,110.0,123.83,123.83,123.83,743.0,1.17,7.0,6.17,YRP
345,110.5,132.39,172.28,162.83,2931.0,1.33,24.0,12.78,YRP
346,110.36,133.91,166.82,144.0,1584.0,1.27,14.0,7.55,YRP
347,102.75,109.83,143.33,116.67,1400.0,1.17,14.0,7.92,YRP
348,107.9,107.9,130.1,130.1,1301.0,1.1,11.0,7.0,YRP
0,115.48,129.19,167.81,138.48,2908.0,1.24,26.0,11.71,YSD
1,113.38,124.62,173.5,162.12,2594.0,1.38,22.0,8.44,YSD
2,108.9,115.8,136.2,136.2,1362.0,1.2,12.0,7.7,YSD
3,102.85,140.45,189.4,184.05,3681.0,1.65,33.0,12.85,YSD
4,105.53,137.27,192.33,192.33,2885.0,1.73,26.0,11.6,YSD
5,119.89,162.3,208.22,168.3,4544.0,1.44,39.0,18.52,YSD
6,107.25,152.95,222.45,198.25,3965.0,1.7,34.0,12.35,YSD
7,108.0,170.16,215.08,206.56,5164.0,1.84,46.0,16.68,YSD
8,85.22,145.44,395.67,260.22,2342.0,2.56,23.0,6.56,YSD
9,98.82,124.94,146.47,129.53,2202.0,1.29,22.0,10.94,YSD
10,123.55,154.45,209.42,187.18,6177.0,1.55,51.0,21.97,YSD
11,118.57,141.87,180.22,176.04,4049.0,1.57,36.0,13.52,YSD
12,106.56,118.33,165.22,155.44,1399.0,1.22,11.0,5.33,YSD
13,119.82,144.12,169.41,163.35,2777.0,1.41,24.0,9.53,YSD
14,114.45,134.2,141.5,141.5,2830.0,1.25,25.0,15.9,YSD
15,115.0,147.96,246.08,212.81,5533.0,1.65,43.0,17.54,YSD
16,124.44,132.78,184.44,177.11,1594.0,1.33,12.0,5.56,YSD
17,114.44,135.69,178.97,163.28,5225.0,1.5,48.0,23.06,YSD
18,106.08,161.92,215.33,188.0,2256.0,1.75,21.0,9.42,YSD
19,108.12,126.12,318.62,179.0,1432.0,1.75,14.0,5.88,YSD
20,129.29,157.94,174.29,166.59,2832.0,1.35,23.0,11.94,YSD
21,90.47,98.37,124.58,115.26,2190.0,1.26,24.0,12.79,YSD
22,92.15,102.85,245.62,157.85,2052.0,1.62,21.0,7.85,YSD
23,120.31,135.15,158.23,144.15,1874.0,1.23,16.0,8.54,YSD
24,106.76,146.0,196.81,177.9,3736.0,1.67,35.0,17.48,YSD
25,104.23,117.69,232.69,214.92,2794.0,1.92,25.0,7.08,YSD
26,147.0,152.58,288.83,191.5,2298.0,1.33,16.0,7.67,YSD
27,96.81,124.0,157.94,149.81,2397.0,1.38,22.0,10.19,YSD
28,102.62,122.97,139.56,134.36,5240.0,1.31,51.0,25.87,YSD
29,104.75,127.31,176.31,160.62,2570.0,1.56,25.0,7.62,YSD
30,122.4,155.8,214.7,185.0,1850.0,1.5,15.0,7.6,YSD
31,108.85,121.95,155.38,146.9,5876.0,1.38,55.0,27.32,YSD
32,112.7,142.8,196.8,183.7,1837.0,1.7,17.0,8.9,YSD
33,115.16,143.26,177.16,159.05,3022.0,1.47,28.0,12.68,YSD
34,126.56,159.67,230.0,214.22,1928.0,1.78,16.0,7.44,YSD
35,184.67,194.33,294.33,208.33,1250.0,1.33,8.0,4.0,YSD
36,108.4,149.9,217.2,198.2,1982.0,1.6,16.0,7.1,YSD
37,109.82,144.45,176.91,164.36,1808.0,1.45,16.0,6.91,YSD
38,102.3,120.43,211.3,143.39,3298.0,1.43,33.0,16.0,YSD
39,106.57,106.57,198.0,146.43,1025.0,1.29,9.0,3.71,YSD
40,130.5,152.1,202.8,202.8,2028.0,1.6,16.0,9.6,YSD
41,134.76,158.82,244.76,186.59,3172.0,1.47,25.0,12.24,YSD
42,114.36,151.82,191.91,159.82,1758.0,1.36,15.0,8.09,YSD
43,121.6,121.6,233.0,207.2,1036.0,1.8,9.0,3.8,YSD
44,87.39,103.72,138.17,127.72,2299.0,1.39,25.0,9.83,YSD
45,116.62,186.25,228.31,217.62,3482.0,1.94,31.0,12.38,YSD
46,140.17,164.58,179.58,179.58,2155.0,1.42,17.0,10.58,YSD
47,94.32,147.53,183.47,175.79,3340.0,1.58,30.0,12.79,YSD
48,110.31,126.12,170.81,166.81,2669.0,1.5,24.0,9.06,YSD
49,108.1,165.0,268.8,245.9,4918.0,2.05,41.0,12.15,YSD
50,100.86,120.91,180.45,171.0,3762.0,1.59,35.0,12.36,YSD
51,105.6,121.0,139.27,139.27,2089.0,1.33,20.0,8.87,YSD
52,127.8,226.5,314.0,292.0,2920.0,2.1,21.0,5.9,YSD
53,84.14,106.71,226.57,128.0,896.0,1.57,11.0,5.57,YSD
54,98.52,101.44,131.24,111.56,2789.0,1.16,29.0,15.04,YSD
55,115.11,123.73,142.27,137.03,5070.0,1.24,46.0,21.89,YSD
56,130.95,155.05,170.81,166.19,3490.0,1.29,27.0,11.71,YSD
57,123.77,137.31,155.54,143.0,1859.0,1.15,15.0,7.69,YSD
58,122.57,136.14,161.43,161.43,1130.0,1.29,9.0,5.57,YSD
59,112.83,131.17,248.67,237.33,1424.0,1.67,10.0,4.17,YSD
60,148.69,164.38,186.62,186.62,2426.0,1.31,17.0,7.69,YSD
61,119.5,133.38,144.44,133.38,2134.0,1.12,18.0,10.94,YSD
62,154.8,154.8,287.4,287.4,1437.0,1.6,8.0,3.6,YSD
63,117.77,133.46,171.54,162.77,2116.0,1.31,17.0,6.0,YSD
64,125.71,181.57,220.14,220.14,1541.0,1.86,13.0,3.86,YSD
65,116.58,165.08,165.08,165.08,1981.0,1.5,18.0,7.92,YSD
66,117.09,188.18,212.27,195.36,2149.0,1.55,17.0,5.82,YSD
67,101.92,159.92,201.0,201.0,2412.0,1.75,21.0,8.58,YSD
68,121.17,121.17,163.17,163.17,979.0,1.33,8.0,3.0,YSD
69,103.52,140.17,169.61,165.04,3796.0,1.52,35.0,13.17,YSD
70,109.41,131.12,131.12,131.12,2229.0,1.24,21.0,9.12,YSD
71,157.4,206.0,251.6,221.0,1105.0,1.4,7.0,4.2,YSD
72,126.31,130.69,194.08,179.69,2336.0,1.46,19.0,6.77,YSD
73,106.55,112.73,156.64,150.0,1650.0,1.36,15.0,5.64,YSD
74,111.94,145.47,194.35,175.18,2978.0,1.53,26.0,10.47,YSD
75,145.4,220.6,254.6,254.6,1273.0,1.6,8.0,3.2,YSD
76,102.11,120.44,139.0,139.0,1251.0,1.33,12.0,5.89,YSD
77,147.2,208.0,249.4,249.4,1247.0,1.6,8.0,3.2,YSD
78,100.75,132.75,174.38,154.44,2471.0,1.38,22.0,10.5,YSD
79,194.5,217.5,306.25,306.25,1225.0,1.5,6.0,1.5,YSD
80,85.67,153.67,173.08,173.08,2077.0,1.83,22.0,10.08,YSD
81,137.0,178.79,178.79,178.79,2503.0,1.36,19.0,10.43,YSD
82,143.38,169.62,209.88,189.5,1516.0,1.38,11.0,5.62,YSD
83,113.58,133.74,141.53,141.53,2689.0,1.21,23.0,12.42,YSD
84,105.25,111.35,116.2,111.35,2227.0,1.05,21.0,11.25,YSD
85,97.4,144.6,252.8,218.4,1092.0,1.8,9.0,3.8,YSD
86,100.78,118.22,172.89,150.67,1356.0,1.44,13.0,6.44,YSD
87,128.23,150.0,181.0,169.31,2201.0,1.38,18.0,8.85,YSD
88,113.62,146.75,189.19,175.25,2804.0,1.56,25.0,10.38,YSD
89,121.67,187.79,224.58,201.12,4827.0,1.42,34.0,14.33,YSD
90,107.95,111.0,122.74,122.74,2332.0,1.11,21.0,10.21,YSD
91,122.68,131.32,141.91,141.91,3122.0,1.18,26.0,15.36,YSD
92,106.33,106.33,155.5,132.92,1595.0,1.25,15.0,6.5,YSD
93,102.76,115.24,146.12,139.76,2376.0,1.29,22.0,11.76,YSD
94,115.0,134.57,162.07,153.07,2143.0,1.43,20.0,9.43,YSD
95,118.25,133.33,181.33,172.42,2069.0,1.33,16.0,7.42,YSD
96,100.91,193.45,217.0,203.09,2234.0,1.91,21.0,7.18,YSD
97,126.78,126.78,260.33,184.89,1664.0,1.22,11.0,5.44,YSD
98,95.5,144.8,212.2,205.3,2053.0,1.9,19.0,8.2,YSD
99,132.07,168.53,214.53,214.53,3218.0,1.73,26.0,10.4,YSD
100,119.88,149.5,507.5,233.88,1871.0,2.0,16.0,6.12,YSD
101,112.38,191.88,210.88,210.88,1687.0,1.62,13.0,6.12,YSD
102,103.23,119.09,125.55,119.09,2620.0,1.18,26.0,15.82,YSD
103,113.73,129.36,147.73,147.73,1625.0,1.27,14.0,7.55,YSD
104,111.67,120.87,234.33,154.6,2319.0,1.4,21.0,10.47,YSD
105,112.09,157.09,208.36,189.73,2087.0,1.45,16.0,6.27,YSD
106,114.82,124.09,166.0,155.91,1715.0,1.36,15.0,8.64,YSD
107,105.83,134.92,152.33,134.92,1619.0,1.33,16.0,8.5,YSD
108,130.4,144.0,187.0,160.8,804.0,1.4,7.0,3.6,YSD
109,119.6,247.3,279.8,261.4,2614.0,1.9,19.0,7.3,YSD
110,129.4,139.2,184.1,164.3,1643.0,1.4,14.0,6.3,YSD
111,109.4,120.1,202.6,191.3,1913.0,1.7,17.0,5.0,YSD
112,118.0,123.91,175.91,163.73,1801.0,1.36,15.0,7.0,YSD
113,109.11,130.33,186.67,178.11,1603.0,1.44,13.0,5.89,YSD
114,107.72,133.69,166.03,146.72,4255.0,1.34,39.0,19.28,YSD
115,103.71,107.29,184.0,163.07,2283.0,1.64,23.0,7.64,YSD
116,109.39,118.5,177.94,161.06,2899.0,1.33,24.0,14.0,YSD
117,118.62,166.86,212.19,201.76,4237.0,1.52,32.0,13.1,YSD
118,115.0,115.0,201.0,178.4,892.0,1.6,8.0,4.0,YSD
119,123.77,157.23,197.38,184.54,2399.0,1.38,18.0,8.62,YSD
120,132.71,142.86,280.29,236.14,1653.0,1.57,11.0,6.29,YSD
121,157.0,157.0,214.67,214.67,2576.0,1.42,17.0,10.42,YSD
122,108.75,108.75,158.5,147.12,1177.0,1.25,10.0,5.38,YSD
123,108.67,156.33,311.33,290.83,1745.0,2.33,14.0,5.33,YSD
124,100.72,124.28,161.61,144.11,2594.0,1.33,24.0,10.11,YSD
125,107.18,152.18,171.09,171.09,1882.0,1.45,16.0,8.82,YSD
126,152.44,213.89,289.44,227.33,2046.0,1.56,14.0,6.33,YSD
127,119.38,128.25,151.12,151.12,1209.0,1.25,10.0,5.25,YSD
128,110.19,127.29,182.05,140.14,2943.0,1.24,26.0,13.95,YSD
129,131.27,141.82,157.91,157.91,1737.0,1.18,13.0,10.0,YSD
130,108.86,166.79,202.14,177.64,2487.0,1.5,21.0,8.43,YSD
131,119.29,169.0,190.71,169.0,1183.0,1.43,10.0,4.0,YSD
132,125.08,160.23,201.38,180.38,2345.0,1.38,18.0,6.31,YSD
133,118.5,142.57,153.79,142.57,1996.0,1.29,18.0,10.36,YSD
134,125.72,127.88,169.52,153.52,3838.0,1.32,33.0,14.64,YSD
135,112.92,123.58,227.17,174.0,2088.0,1.58,19.0,7.0,YSD
136,117.5,129.62,206.56,176.12,2818.0,1.56,25.0,10.62,YSD
137,106.5,143.62,193.25,184.88,1479.0,1.62,13.0,5.0,YSD
138,119.79,134.29,176.5,160.79,2251.0,1.36,19.0,10.71,YSD
139,126.25,126.25,156.83,126.25,1515.0,1.0,12.0,5.58,YSD
140,132.64,151.91,182.55,151.91,1671.0,1.18,13.0,5.82,YSD
141,146.93,176.33,188.67,176.33,2645.0,1.33,20.0,11.87,YSD
142,98.93,123.07,134.0,134.0,1876.0,1.29,18.0,11.43,YSD
143,98.1,102.2,131.7,128.9,2578.0,1.25,25.0,12.25,YSD
144,88.91,88.91,170.45,142.73,1570.0,1.45,16.0,7.45,YSD
145,123.67,163.67,259.44,227.78,2050.0,1.67,15.0,5.78,YSD
146,126.11,167.68,177.63,177.63,3375.0,1.42,27.0,12.37,YSD
147,114.53,123.65,144.0,139.35,2369.0,1.24,21.0,11.12,YSD
148,111.5,126.14,131.43,126.14,1766.0,1.07,15.0,10.43,YSD
149,124.83,130.72,146.72,130.72,2353.0,1.06,19.0,10.44,YSD
150,99.8,114.2,193.6,172.4,862.0,1.6,8.0,2.0,YSD
151,98.71,101.76,183.0,121.29,2547.0,1.19,25.0,14.95,YSD
152,127.71,148.71,148.71,148.71,1041.0,1.29,9.0,7.0,YSD
153,107.82,107.82,120.09,116.32,2559.0,1.05,23.0,14.0,YSD
154,133.4,193.8,229.4,193.8,969.0,1.4,7.0,3.6,YSD
155,125.44,131.44,194.78,187.56,1688.0,1.33,12.0,7.67,YSD
156,106.2,113.3,152.5,129.9,1299.0,1.3,13.0,6.8,YSD
157,111.53,170.18,183.12,170.18,2893.0,1.41,24.0,10.12,YSD
158,122.22,122.22,189.33,152.78,1375.0,1.33,12.0,4.89,YSD
159,118.71,134.0,145.67,145.67,3059.0,1.24,26.0,12.9,YSD
160,100.78,100.78,155.11,142.89,1286.0,1.22,11.0,6.67,YSD
161,147.08,172.69,186.31,186.31,2422.0,1.31,17.0,10.46,YSD
162,95.67,107.75,180.42,137.58,1651.0,1.33,16.0,9.33,YSD
163,98.0,98.0,292.25,292.25,1169.0,2.0,8.0,3.25,YSD
164,107.71,107.71,171.43,155.14,1086.0,1.29,9.0,4.43,YSD
165,118.09,129.85,160.41,150.56,5119.0,1.29,44.0,20.53,YSD
166,105.67,110.42,126.58,119.42,1433.0,1.17,14.0,6.67,YSD
167,92.0,97.67,97.67,97.67,1758.0,1.06,19.0,13.72,YSD
168,124.59,140.09,161.05,152.32,3351.0,1.32,29.0,16.27,YSD
169,101.38,115.48,125.19,122.05,2563.0,1.24,26.0,14.38,YSD
170,109.68,142.26,153.74,150.32,2856.0,1.16,22.0,10.74,YSD
171,122.67,136.17,151.44,147.17,2649.0,1.17,21.0,10.72,YSD
172,93.29,106.46,154.21,113.25,2718.0,1.25,30.0,15.38,YSD
173,100.47,139.0,215.59,187.47,3187.0,1.59,27.0,10.12,YSD
174,126.68,155.63,171.21,171.21,3253.0,1.26,24.0,14.26,YSD
